gene	Ace_24	Ace_24	Ace_24	Ace_24	Ace_24	Ace_24	Ace_24
ENSRNOG00000000858	71	36.99997	56.00003	56.99995	57.99997	63.99999	44
ENSRNOG00000000860	463	298	410	378	268	421	294
ENSRNOG00000000861	7.08238	9.23029	31.40849	7.23377	15.6062	8.16392	14.3061
ENSRNOG00000000866	702	610	706	722	567	625	733
ENSRNOG00000000867	2234.99710054292	1914.9958795797	1977.9968182773	2083.9956510688	1740.000757	1913.995132	1922.004600077
ENSRNOG00000000869	509	422	483	482	396	488	381
ENSRNOG00000000871	4.01195	11	10.0035	12	12.0026	15.0029	17.0126
ENSRNOG00000000873	0	0	0	0	0	1	0
ENSRNOG00000000875	8008.002	3949.0037	6335.9962	4912.995	4402.997	6158.999	3461.005
ENSRNOG00000000878	3	0	4	3	5	3	1
ENSRNOG00000000879	958.97	854.401	940.434	890.371	751.872	874.771	853.333
ENSRNOG00000000881	849.78	838.74	852.803	848.812	689.55	876.949	807.308
ENSRNOG00000000885	632	780	752	917	716	778	772
ENSRNOG00000000886	0	0	0	0	0	0	1
ENSRNOG00000000887	0	0	0	0	0	0	0
ENSRNOG00000000888	1298	1129	1281	1269	1057	1139	1103
ENSRNOG00000000889	3.01348	6.96217	4.0036	1.00251	3.40049	2.27998776	2.00574
ENSRNOG00000000891	436.09	424.677	483.705	410.679	384.667	515.803	411.518
ENSRNOG00000000893	1107.00394	969	1070	1168	910	1029	1038
ENSRNOG00000000894	2938.997	2968.001	3070.6379	3481.0045	2511.005	3163.998	2960.6430405909
ENSRNOG00000000895	471	404	463	482	390	464	433
ENSRNOG00000000896	0	0	0	0	0	0	0
ENSRNOG00000000897	1	2	2	3	1	2	2
ENSRNOG00000000900	381	318	362.0003	399.001	327.0005	352	399.999
ENSRNOG00000000901	445	339	385	429	389.0004	401	425
ENSRNOG00000000902	1241	952	1228	1191	1034	1204	1173
ENSRNOG00000000903	509	446	514	506	449	456	412
ENSRNOG00000000904	0	0	1	0	0	0	0
ENSRNOG00000000905	20	13	15	17	15	18	17
ENSRNOG00000000906	44	37	38	38	26	36	32
ENSRNOG00000000907	11	3	17	16	3	9	14
ENSRNOG00000000909	423.9999	337.9995	472.9999	363.0002	350.0003	408.0005	407.9999
ENSRNOG00000000913	323.00883	262.00964	341.0292	375.9996	314.0156	348.9999	354.0001
ENSRNOG00000000916	31.6065	0	24.2777	38.988	28.0634	43.6815	17.914
ENSRNOG00000000917	206	153	214	187	160	193	166
ENSRNOG00000000918	905.564	936.21	987.056	891.811	771.336	760.169	893.175
ENSRNOG00000000920	42	31	34	43	31	33	45
ENSRNOG00000000921	2193	1954	2035	2172	1787	2024	2080
ENSRNOG00000000922	542.9992	470.00017	474.9993	515.9997	480.0003	510	416.0002
ENSRNOG00000000923	3119.99917	2693.00446	3049.99965	2984.99758	2474.0038	2650.99922	2869.99774
ENSRNOG00000000924	799.9998	836.9998	774	836.9993436	693.0002	793.999818	725.9999224
ENSRNOG00000000925	387.0001	314.99994	341.9996	365.9997	313.9997	317.0004	291.9996
ENSRNOG00000000926	892.9997	790.0001	871.9997	921.9997	729.0003	965.9996	877.9995
ENSRNOG00000000931	1635.0002	1436.9992	1603.0006	1668.99974	1329	1594.0001	1615.9988
ENSRNOG00000000934	31.4454	21.8548	65.7248	31.8078	31.3423	35.9805	35.3819
ENSRNOG00000000936	735.9997	715.0001	816.0004	833.0001	678.9998	776	811.0005
ENSRNOG00000000937	187	157	170	168	129	192	138
ENSRNOG00000000938	4536	4113.99	4378.98	4134.99	3589.99	3941.99	3915.99
ENSRNOG00000000940	173	220	187	192	188	190	265
ENSRNOG00000000942	381	308	371	386	262	408	372
ENSRNOG00000000943	0	0	0	0	0	0	0
ENSRNOG00000000952	0	0	0	0	0	0	0
ENSRNOG00000000954	1578	1265	1549	1464	1199	1320	1417
ENSRNOG00000000955	593.155	507.585	593.73	661.521	537.268	550.905	559.408
ENSRNOG00000000956	89.3942	82.6222	125.08	80.3414	79.69792	104.191	83.0233
ENSRNOG00000000957	6991.53	6714.89	7073.05	6561.33	6068.98	6298.84	6691.43
ENSRNOG00000000958	68.9854	71.6592	72.2273	62.6345	28.163	48.6668	64.6418
ENSRNOG00000000961	0	0	0	0	0	1	0
ENSRNOG00000000962	610	484	572	552	474	555	483
ENSRNOG00000000963	30	32	27	32	33	28	34
ENSRNOG00000000964	0	0	0	0	0	0	0
ENSRNOG00000000967	514	457	434	428	336	434	371
ENSRNOG00000000968	1646.532	1362.117	1674.902	1735.741	1384.474	1586.528	1492.841
ENSRNOG00000000969	4	5	3	1	1	5	0
ENSRNOG00000000973	0	1	1	0	0	0	2
ENSRNOG00000000974	994	799	914	921	785	811	929
ENSRNOG00000000975	745	707	794	711	578	648	649
ENSRNOG00000000977	552	589	548	525	484.0003	556.9999	482
ENSRNOG00000000979	325	276	325	354	248	321	348
ENSRNOG00000000981	556	507	516	572	531	521	455
ENSRNOG00000000983	277	262.094	254	262	270	232	321.112
ENSRNOG00000000985	1033.41	958.312	1035.066	1043.386	818.1483	946.1	925.56
ENSRNOG00000000986	21	24.99999	23	28	6	20.99998	18
ENSRNOG00000000987	433.9463	331.466	429.0922	468.1864	375.569	420.719	398.181
ENSRNOG00000000988	834	691	897	782	648	703	778
ENSRNOG00000000989	1388.0575	1304.53235	1407.9107	1364.8139	1178.4311	1266.2809	1457.8224
ENSRNOG00000000990	2201.00315	2041.00032	2301.999	2221.00444	1845.00191	2060.00081	2114.99769
ENSRNOG00000000991	3843	3229	3740	3524	3067	3157	3390
ENSRNOG00000000993	0	1.05281	0	1.01993	0	0	0
ENSRNOG00000000994	136	112	120	145	91	121	126
ENSRNOG00000000996	2596	2376	2623	2689	2197	2487	2446
ENSRNOG00000000999	1269	1096	1240	1313.995	1028	1162.9994	1184.0003
ENSRNOG00000001001	0	1	1.999995	1	0	0	1
ENSRNOG00000001003	1020	913	1011	1098	823	887	919
ENSRNOG00000001004	4370	4304.22	3996.63	5904.17	3835.51	4914.87	4174.14
ENSRNOG00000001005	10	7	8	6	13	8	3
ENSRNOG00000001006	46	46	41	50	40	40	43
ENSRNOG00000001007	531.00013	466	543.0004	543.0005	480.9996	485.9999	540.00048
ENSRNOG00000001009	2369.00267	1868.9961	2401.0021	2675.0043	1801.00446	2219.00433	2290.9968
ENSRNOG00000001010	985.00003	957.99977	1024.00209	961.99975	857.99952	962.99976	995.99985957
ENSRNOG00000001011	16	11	12	15	16	8	12
ENSRNOG00000001017	0	0	1	0	0	0	0
ENSRNOG00000001027	0	0	1	0	0	0	0
ENSRNOG00000001030	5917	5328	5801	5814	4818	5652	5198
ENSRNOG00000001031	1	2	0	2	1	0	0
ENSRNOG00000001032	993.00038103513	898.9995	959.99974	842.0001	799.00004	899.0003	910.00019
ENSRNOG00000001033	413	339	356	350.372	305	390	388
ENSRNOG00000001034	1212.9998	1062.9995	1229.9999	1337.9995	1013.9996	1147.967	1153.9998
ENSRNOG00000001035	387	328	368	361	334	368	363
ENSRNOG00000001036	113.62735	70.63725	127.0834	106.27859	107.46408	136.34241	149.66751
ENSRNOG00000001037	438	367	439	446.628	394	461	388.863
ENSRNOG00000001039	799.9999	748.9995	842.99955	757.0003	690.0003	771.0859	837.9998
ENSRNOG00000001040	452	346.99982	372.9995	421	365.99961	398.0005	355.9998
ENSRNOG00000001043	484	328	470	448	385	406.914	410
ENSRNOG00000001044	658.0001	588.9998	611.0002	622.0002	524.9999	584.9995	574.0003
ENSRNOG00000001047	811	772	825.9997	828	663	746.9998	816.0005
ENSRNOG00000001048	37.999967	42	58	46	34	41.99996	45
ENSRNOG00000001049	32721	31128.2	32702.3	30081.4	27821.3	27830.2	31248.1
ENSRNOG00000001050	1291.2833	1097.115	1297.4062	1270.1129	1136.0131	1213.9178	1218.58336
ENSRNOG00000001052	1929	1570	1835	1778	1453	1838	1658
ENSRNOG00000001053	5707	5153.97	5618	5843	5027	5417	5752
ENSRNOG00000001055	3801.001	3242.996	3668.997	4011	3281.995	3561.005	3702.002
ENSRNOG00000001056	484	447	489	466	440	464	399
ENSRNOG00000001057	186	101	184	141	136	152	68
ENSRNOG00000001058	1920	1676	1841	1912	1567	1787	1784
ENSRNOG00000001059	427.634	383.411	449.417	453.064	394.475	446.12	368.318
ENSRNOG00000001060	441	360	502	484	364	423	469
ENSRNOG00000001061	475	401	451	494	424	467	467
ENSRNOG00000001062	1396.8	1157.88	1275.46	1324.81	1084.19	1302.11	1177.06
ENSRNOG00000001064	2090.8505	1934.2281	2142.5298	2100.1467	1661.5542	2118.1828	1934.3716
ENSRNOG00000001065	718	594.9998	674	736	614.9997	708.0002	675
ENSRNOG00000001066	0	1	0	0	0	0	0
ENSRNOG00000001068	4281.99596	3922.999	4093.00402	4149.00454	3055	3973.99627	3775.00191
ENSRNOG00000001069	947.213	835.308	933.532	1000.32	785	1014.11	833.097
ENSRNOG00000001070	1983	1968	1997	1956	1612	1822	1995
ENSRNOG00000001071	2.23185	1.13694	0	2.25078	1.11653	0	1.13876
ENSRNOG00000001072	2488.57	2529.15	2634.11	2587.95	2163.17	2403.47	2595.96
ENSRNOG00000001073	427.8048	412.4466	472.1556	382.4842	336.5922	407.4718	382.76198
ENSRNOG00000001074	591	483	566	541	439	545	467
ENSRNOG00000001079	484.88166	389.7377	504.34816	484.582	411.3003	466.8451	415.7343
ENSRNOG00000001080	1041	920	1036	1021	878	888	1031
ENSRNOG00000001081	149	134	123	145	104	138	147
ENSRNOG00000001082	154	151	165	152	121	160	151
ENSRNOG00000001083	1962	1808	1886	2230	1776	1821	2016
ENSRNOG00000001086	1286	1197	1361	1392	1150	1338	1286
ENSRNOG00000001088	593	460	535	459	461	542	474
ENSRNOG00000001090	649	601	741	731	614	646	631
ENSRNOG00000001091	1525	1301	1395	1452	1198	1376	1228
ENSRNOG00000001092	1	4	1	0	1	0	0
ENSRNOG00000001094	442	336	431	407	342	426	383
ENSRNOG00000001098	1802.9989	1563.999	1816.004	1858.00200292011	1431.0006	1742.995	1790.0052
ENSRNOG00000001099	222.0002	176	211.9999	201.9996	204.9995	189.0005	206.0002
ENSRNOG00000001101	1277	1111	1267.003	1393	1190	1232	1225
ENSRNOG00000001104	771	804	854	1022	693	953	849
ENSRNOG00000001106	755	648	792	757	647	731	726
ENSRNOG00000001107	98.4944	102.557	104.62	97.9535	92.1251	100.53	108.096
ENSRNOG00000001108	818	708	854	729	618	758	787
ENSRNOG00000001111	535	433	559	428	316	521	299
ENSRNOG00000001113	36	12	38	35	32	44	34
ENSRNOG00000001114	844.83	679.31	766.627	823.99	639.094	759.053	776.356
ENSRNOG00000001115	14	18	13	14	3	16	11
ENSRNOG00000001117	354	322	351	422	283	356	329
ENSRNOG00000001120	1714.037	1652.36	1709.356	1840.771	1383.38700004816	1672.35600142811	1696.6
ENSRNOG00000001123	432	412	407	496	342	485	388
ENSRNOG00000001124	115.151	82.3978	90.1053	91.3338	72.7378	69.4415	66.1424
ENSRNOG00000001126	1578.004	1261.999	1498.999	1620.9998	1293	1413	1509.996
ENSRNOG00000001128	1074	1467	1225	1434	1108	1028	1449
ENSRNOG00000001129	1220	1066	1250	1350	946	1142	1253
ENSRNOG00000001130	4.03655	5.0548	2.01446	4.04081	3.07	6.10941	4.09604
ENSRNOG00000001134	457.2812	447.28967	542.10501	442.2016	410.64836	464.12301	355.42967
ENSRNOG00000001135	2477	2356	2486	2498	2057	2226	2258
ENSRNOG00000001136	10586	10379	10314	10349	8832	9245	9771
ENSRNOG00000001138	249.0001	182.9998	278.0005	236	174.9995	220	216
ENSRNOG00000001139	1452	1167	1340	1315	1047	1184	1274
ENSRNOG00000001141	39	26	37	52	27	24	32
ENSRNOG00000001142	1767	1520	1744	1975	1543	1769	1888
ENSRNOG00000001143	962.076	769.7219	875.8699	969.0118	699.1763	973.2172	603.6219
ENSRNOG00000001148	46054	42213	45699	43235	38404	39845	42170
ENSRNOG00000001149	1836.0049	1444.99843071	1778.9971	1934.9961	1500.99898	1724.9952	1722.99874
ENSRNOG00000001151	120.9996	120	94	143	101	124	146
ENSRNOG00000001152	9.37009	16.0401	16.5448	20.0109	9.00886	15.8683	11.9083
ENSRNOG00000001153	0	0	0	0	0	1	1
ENSRNOG00000001156	92	71	68	91	78	69	100
ENSRNOG00000001157	10	9	10	4	10	11	4
ENSRNOG00000001158	2499.9972	2058.002	2233.005	2276.996	1828.9982	2122.9989	1934.9983
ENSRNOG00000001159	1	0	3	2	0	2	2.000001
ENSRNOG00000001160	736.82619	609.0548	607.0421	627.03108	549.38773	632.09353	579.0241
ENSRNOG00000001161	832.471	780.104	846.788	915.236	699.514	841.701	862.585
ENSRNOG00000001162	0	0	0	0	0	0	0
ENSRNOG00000001163	609	458	626	598	493	504	606
ENSRNOG00000001164	0	0	0	0	0	0	0
ENSRNOG00000001165	3.1667	1.05386	4.08799	1.05875	2.10531	2.06986	0
ENSRNOG00000001167	0	0	1	0	0	1	0
ENSRNOG00000001169	423	422	445	458	370	385	377
ENSRNOG00000001170	13705	13861	13385	13471	11585	11560	13709
ENSRNOG00000001171	419	432	450	460	367	433	411
ENSRNOG00000001172	8824	8056	8321	9414	7294	8518	7583
ENSRNOG00000001173	36.99999	18.99996	24.00001	38	31.00001	18.00002	22
ENSRNOG00000001174	120	153	139	105	113	114	146
ENSRNOG00000001177	2892	2958	3064	3239	2590	2862	3055
ENSRNOG00000001178	1239	1076	1093	1251	1031	1226	1114
ENSRNOG00000001181	136	131	131	171	110	120	139
ENSRNOG00000001182	3331.024	3155.133	3215.135	3130.932	2869.569	2959.557	3282.111
ENSRNOG00000001183	1	0	4	0	1	0	1
ENSRNOG00000001184	385	365	358	403	301	388	372
ENSRNOG00000001185	1286	1043	1259	1311	1076	1200	1221
ENSRNOG00000001187	28.2006	35.6136	32.1637	31.2412	27.4519	24.6032	12.3328
ENSRNOG00000001189	595.798	496.329	672.395	535.65	427.938	558.703	532.196
ENSRNOG00000001190	1225	1060	1235	1272	1034	1232	1151
ENSRNOG00000001191	489	412	447	468	393	492	425
ENSRNOG00000001192	613	501	569	565	448	545	490
ENSRNOG00000001193	16.00003	18.00004	10	8	11	13	11
ENSRNOG00000001194	733	684	723	747	615	743	683
ENSRNOG00000001195	24	31	18	35	23	21	25
ENSRNOG00000001198	126	82	106	123	96	85	82
ENSRNOG00000001199	489	452	491	517	413	417	448
ENSRNOG00000001201	1794	1663	1969	1807	1536	1729	1737
ENSRNOG00000001203	1016	928	1019	956	842	902	919
ENSRNOG00000001204	2770	2340	2764	2828	2327	2550	2651
ENSRNOG00000001205	2072	1957	2103	2260	1857	2096	2176
ENSRNOG00000001210	418	378	451	418	352	445	416
ENSRNOG00000001211	2895	2710	2924	2936	2537	2691	3188
ENSRNOG00000001212	6	1	0	1	0	0	1
ENSRNOG00000001213	4	3	4	2	5	6	2
ENSRNOG00000001214	3291	3071	3037	3118	2543	2656	2835
ENSRNOG00000001215	468	380	489	427	312	413	369
ENSRNOG00000001216	5	6	14	7	6	4	3
ENSRNOG00000001217	19	34	38	36	32	31	30
ENSRNOG00000001218	0	0	0	0	0	0	0
ENSRNOG00000001219	23	16	16	20	10	18	23
ENSRNOG00000001220	0	0	0	0	0	0	0
ENSRNOG00000001222	1254	1085	1148	1252	1017	1128	1166
ENSRNOG00000001223	4004	3631	3963	4270	3463	3758	4038
ENSRNOG00000001224	205.892	181.158	225.65	194.263	150.564	207.348	208.811
ENSRNOG00000001225	577.329	465.574	583.082	578.02	432.073	521.844	521.828
ENSRNOG00000001226	2	1	3	3	6	6	2
ENSRNOG00000001227	1781	1427.995	1657.998	1725.997	1317	1651	1493
ENSRNOG00000001228	2216	1952	2364	2500	1931	2205	2339
ENSRNOG00000001229	10742	9890.05	9850.04	10906	8991	10258	11309
ENSRNOG00000001232	591	501.9997	557.0002	562.0001	493.0001	525.9997	564.0003
ENSRNOG00000001235	5742	5313.00229	5582.99895	6138	4667	5298.0017	5587
ENSRNOG00000001236	646.877	502	588	625	535	609	569
ENSRNOG00000001237	1017	876.9997	1054.001	1120	894	1070.0005	972.99978
ENSRNOG00000001238	1664	1365	1619.004	1402	1255	1444	1476
ENSRNOG00000001239	1321.0025	1208.9983	1335.9982	1292.9979	1126.0026	1279.0028	1291.0025
ENSRNOG00000001241	222	197	219.00007	241	184	233	197
ENSRNOG00000001242	371	249.925	348.965	439	356	380	472
ENSRNOG00000001243	742	695	732	743	608	728	636
ENSRNOG00000001245	1072	882	969	1050	834	923	834
ENSRNOG00000001247	1928.00544	1613.0003	1917.99742	1855.00169	1496.99997	1938.0047	1674.00089
ENSRNOG00000001249	13342	11337	13403.0000002658	16004.987561	12928.0000001894	13583.952	16210.00771468
ENSRNOG00000001250	102	73	100	104	72	84	102
ENSRNOG00000001251	0	0	0	1	2	0	0
ENSRNOG00000001252	129	112	123	121	114	106	150
ENSRNOG00000001253	4739	4145	4608	4438	3835	4264	3989
ENSRNOG00000001254	14237	11892	13929	16094	13345	13136	17210
ENSRNOG00000001255	882	913	801	955	709	885	863
ENSRNOG00000001256	1123	1174	1189	1499	1134	1305	1278
ENSRNOG00000001258	616	506	595	615	500	558	521
ENSRNOG00000001259	728	597	714	860	630	766	640
ENSRNOG00000001260	228	188	229	217	213	232	193
ENSRNOG00000001261	26	23	19	17	18	23	16
ENSRNOG00000001262	0	0.999925	0	0	0	0	0
ENSRNOG00000001265	371	317	373	374	287	318	346
ENSRNOG00000001269	6451.002	5849.99700019472	6466.997734	6516.9976	5488	6501.005	5888.005
ENSRNOG00000001270	87.7817	74.3153	86.5162	91.7225	64.2632	62.8938	80.1605
ENSRNOG00000001271	1249.8456	1290.237	1285.072	1339.6556	1086.848	1194.594	1305.43
ENSRNOG00000001272	1547	1354	1426	1507	1169	1372	1456
ENSRNOG00000001273	579	496	503	516	408	488	539
ENSRNOG00000001274	1184	1079.9996	1161.9998	1042.00066	984.0002	1119.0001	1083.9999
ENSRNOG00000001275	1	1	4	1	1	6	0
ENSRNOG00000001276	1049	958	1053	1122	847	974	923
ENSRNOG00000001277	650	565	628	657	483	664	613
ENSRNOG00000001278	396.698	380.474	383.61	390.343	357.653	376.46	354.972
ENSRNOG00000001283	1266	1133	1210	1322	1064	1160	1204
ENSRNOG00000001284	1	0	0	2	0	0	0
ENSRNOG00000001285	75192.48	76537.17	78374.12	86591.24	67304.49	79688.05	105649.88
ENSRNOG00000001287	11	23	20	10	17	14	32
ENSRNOG00000001288	1666	1498	1587	1611	1211	1478	1436
ENSRNOG00000001289	281	280	329	295	232	283	244
ENSRNOG00000001293	2327	2210	2239	2353	1891	2034	2351
ENSRNOG00000001294	774	745	857	827	716	853	856
ENSRNOG00000001295	19	18	26	22	15	13	14
ENSRNOG00000001296	21	19	17	27	13	21.99997	14
ENSRNOG00000001297	764	690	674	832	635	675	652
ENSRNOG00000001298	2	0	2	0	0	0	3
ENSRNOG00000001299	1929.997	1882.997	2067	2224.996	1816.002	2024	2121.999
ENSRNOG00000001300	444	447	471	476	383	435	477
ENSRNOG00000001302	179	154	213	196	147	169	240
ENSRNOG00000001303	2189	1829	2197	2301	1749	2191	2043
ENSRNOG00000001304	990	914	1013	998	792	986	886
ENSRNOG00000001309	160	165	157	186	140	156	192
ENSRNOG00000001311	30	43	42	50	43	33	28
ENSRNOG00000001312	1148	939	1173	1143	928	1077	1063
ENSRNOG00000001313	37	20	32	23	19	22	16
ENSRNOG00000001314	1296	1148	1169	1324	1032	1231	1101
ENSRNOG00000001315	70.1943	65.1906	84	73.1878	74	91.7458	84
ENSRNOG00000001316	8933	8406	8891	8837	7594	8129	8939
ENSRNOG00000001317	1469	1143	1507.995	1356	1156	1340	1381
ENSRNOG00000001323	299	244	302	277	229	298	298
ENSRNOG00000001324	3	0	4.00408	3.00642	2	2	5.0052
ENSRNOG00000001325	165	110	153	146	122	142	149
ENSRNOG00000001329	1	0	1	0	0	1	0
ENSRNOG00000001331	528	498	587	610	486	582	549
ENSRNOG00000001333	0	0	0	0	0	0	0
ENSRNOG00000001335	668	559	637	654	556	563	581
ENSRNOG00000001336	741	613	666	636	455	618	654
ENSRNOG00000001337	738	963	737	1148	675	935	874
ENSRNOG00000001338	3	1	3	2	1	1	0
ENSRNOG00000001339	595.304	549.654	762.994	587.428	527.932	680.69	636.123
ENSRNOG00000001341	169	131	148	127	130	161	141
ENSRNOG00000001342	106.94	90.9023	86.4908	95.7393	86.1817	84.0433	102.325
ENSRNOG00000001344	10031	7383	8934	9681	7810	8955	7790
ENSRNOG00000001345	794.9998	726.0003	762	786	653.0002	840.0003	769.0002
ENSRNOG00000001346	2311	2280	2344	2245	1823	1952	2135
ENSRNOG00000001347	328.825	260.574	354.43	405.94	270.267	379.103	331.756
ENSRNOG00000001348	1479.996	1257.996	1326.997	1463.999	1214	1303.996	1332.002
ENSRNOG00000001349	1251	1077	1133	1188	979	1192	1011
ENSRNOG00000001350	530.9999	485.9996	522	572.9998	431	542.0002	514.9999
ENSRNOG00000001351	2289.003	1854.001	2209.995	2178.998	1777.9972	2093.003	1944.004
ENSRNOG00000001352	1977	2087	1997	2316	1646	2226	1946
ENSRNOG00000001353	303	235	299	250	208	278	248
ENSRNOG00000001355	1250	1009	1099	1195	949	1080	1068
ENSRNOG00000001357	97	64	78	98	79	108	89
ENSRNOG00000001360	5	4	10	5.0000000148454	6.0000000284975	5.0000000135402	2
ENSRNOG00000001367	41	44	75	43	49	52	50
ENSRNOG00000001368	0	2	0	0	0	0	0
ENSRNOG00000001369	20.00004	4.999995	4	9	16	21.072327	3
ENSRNOG00000001374	27	11	24	12	13	21	15
ENSRNOG00000001375	42	31	43	43	36	37	48
ENSRNOG00000001376	424	319	375	366	361	398	392
ENSRNOG00000001377	1365	1129	1269	1287	1046	1068	1090
ENSRNOG00000001378	21	13	17	31	14	23	15
ENSRNOG00000001379	5	5	4	4	6	6	12
ENSRNOG00000001383	296	212	253	269	199	211	255
ENSRNOG00000001385	2546	2252	2482	2681	1970	2283	2447
ENSRNOG00000001387	1178.33	983.08	1236.13	1139.74	969.471	993.741	965.128
ENSRNOG00000001388	16.99999	20.00001	18	19	14	11	19.00003
ENSRNOG00000001389	43	24	35	41	29	24	18
ENSRNOG00000001391	73	75	70	56	54	62	78
ENSRNOG00000001392	0	3	0	0	0	2	0
ENSRNOG00000001396	682	606	631	692	546	632	622
ENSRNOG00000001397	355.191	371	384.196	347.194	293	338.214	378
ENSRNOG00000001399	414.205	426.574	411.278	436.108	365.237	432.248	464.121
ENSRNOG00000001402	572	553	581	557	477	543	528
ENSRNOG00000001404	970	856	970	1003	784	971	820
ENSRNOG00000001407	10.0000000216847	3.0000000138377	7.0000000704651	1.000000106971	7.00000110581	9.00000090133	3.000000265195
ENSRNOG00000001408	1	1	1	2	0	0	0
ENSRNOG00000001409	6204	5726	6002	6385	5543	5538	6021
ENSRNOG00000001410	1282.71	1062.45	1340.22	1345.04	1025.98	1300.13	1255.26
ENSRNOG00000001412	0	1	0	1	1	0	0
ENSRNOG00000001414	770.566	854.034	790.6	803.826	656.39	730.458	775.962
ENSRNOG00000001415	1154	1062	1138	1161	976	987	1148
ENSRNOG00000001416	2	0	5.04084	3	1	2.52504	4
ENSRNOG00000001417	1349.75	1196.33	1188.73	1402.52	1171.57	1266.87	1307.28
ENSRNOG00000001418	464.2482	473.672	522.2746	512.4842	411.428	437.1252	449.7165
ENSRNOG00000001419	44.4774	40.4478	36.8908	35.4384	49.4881	32.0951	52.7117
ENSRNOG00000001420	1447.9997	1345.9995	1520.0001	1471.0004	1262	1288.0005	1480.9998
ENSRNOG00000001422	18.99996	24	11	8	13	18.99995	28.00001
ENSRNOG00000001424	1970	1762	2038	2050	1628	1947	1801
ENSRNOG00000001425	159	130	139	154	131	133	158
ENSRNOG00000001426	665.516	517.826	601.64	620.797	512.088	642.255	508.781
ENSRNOG00000001427	269.154	224.369	301.849	263.047	240.901	241.068	237.392
ENSRNOG00000001428	150	147	156	175	113	134	154
ENSRNOG00000001429	455	418	511	456	360	418	439
ENSRNOG00000001430	800	753	782	778	634	701	799
ENSRNOG00000001431	35	40	43	33	29	43	30
ENSRNOG00000001432	495	424	509.9996	537.9996	416.9998	428.9998	431.0005
ENSRNOG00000001434	0	0	1	0	0	0	0
ENSRNOG00000001435	171	147	147	167	133	157	129
ENSRNOG00000001436	5533.997	5189	5285.998	6080	4820.001	5627.003	5231.997
ENSRNOG00000001439	9	11	9	18	2	10	14
ENSRNOG00000001440	10166	11475	10594	11395	9769	10261	11327
ENSRNOG00000001441	1253	919	1210	1231	1088	1188	1005
ENSRNOG00000001442	1658	1381	1551	1664	1345	1541	1397
ENSRNOG00000001443	399	347	362	352	311	368	290
ENSRNOG00000001444	0	0	0	0	0	0	0
ENSRNOG00000001448	3604	3291	3588	4100	3226	3630	3522
ENSRNOG00000001449	1387	1438	1312	1769	1201	1611	1426
ENSRNOG00000001450	326	316	343	384	332	318	339
ENSRNOG00000001451	4	2	2	1	3	3	3
ENSRNOG00000001452	86	105	79	82	64	96	100
ENSRNOG00000001453	3489	3034	3568.28	3650	2684	3418	3210.27
ENSRNOG00000001454	7556.99535	6799	7260.99537	7704.00426	6222	6613.00046	7339.9973
ENSRNOG00000001455	4717	4358	4720	5284	3898	4610	4523
ENSRNOG00000001456	1616	1526	1563	1671	1278	1537	1610
ENSRNOG00000001457	604	564	599	613	536	540	467
ENSRNOG00000001465	1172	1064	1201	1207	969	1233	1055
ENSRNOG00000001466	0	0	0	0	0	0	0
ENSRNOG00000001469	1398	814	1300	1454	1005	1106	1196
ENSRNOG00000001470	583	494	598	599	442	488	556
ENSRNOG00000001474	0	0	0	0	0	0	0
ENSRNOG00000001476	1	4	0	0	4	6	1
ENSRNOG00000001478	581.453	422.6512	543.973	635.805	493.1975	570.489	450.827
ENSRNOG00000001479	4928.1593	4529.1294	5008.3345	5445.01091	4331.2338	5166.0996	4912.0977
ENSRNOG00000001480	840.1893	832.944	857.9981	887.0436	731.0111	791.1674	833.5029
