gene	Dox_6	Dox_6	Dox_6	Dox_6	Dox_6	Dox_6	Dox_6
ENSRNOG00000000867	2729.99868965	2837.996508772	2645.998408	3226.9970066539	2426.0027176941	2337.99751988958	2064.00077471
ENSRNOG00000000869	650	711	594	780	554	558	387
ENSRNOG00000000871	11.0079	9.00379	13.0126	4.00066	8.00148	8.00446	7.00715
ENSRNOG00000000873	0	0	0	0	0	0	0
ENSRNOG00000000875	37786.0079	32388.0324	35183.0157	32092.0092	31686.0423	25586.0151	9633.9955
ENSRNOG00000000878	2	0	1	4	6	1	3
ENSRNOG00000000879	548.465	743.159	663.412	563.54	514.766	616.404	667.386
ENSRNOG00000000881	867.721	979.273	1045.65	1088.74	712.961	980.347	911.936
ENSRNOG00000000885	433	531	329	445	350	215	327
ENSRNOG00000000886	0	0	0	0	0	0	0
ENSRNOG00000000887	0	0	0	0	0	0	0
ENSRNOG00000000888	1136	1181	1256	1313	1089	1093	1150
ENSRNOG00000000889	1.00091	3.00732	2.00465	3.264	2.00588	4.44303	3.44831
ENSRNOG00000000891	230.262	286.362	264.081	349.986	235.15	229.587	190.155
ENSRNOG00000000893	706	735	677	673.00003	590	629	704
ENSRNOG00000000894	1693.9953	1959.99600010148	1599.0022	1160	1482.9983	1521.9998	1213.0002
ENSRNOG00000000895	494	490	459	494	350	469	410
ENSRNOG00000000896	0	0	0	0	0	0	0
ENSRNOG00000000897	1	2	1	4	5	2	1
ENSRNOG00000000900	233.9998	229.9997	218.9997	196.9996	194.9997	192	211.9995
ENSRNOG00000000901	293.9998	300	286.0005	380	273.0001	280.0004	278.0002
ENSRNOG00000000902	1437	1685	1655	1618	1365	1431	1476
ENSRNOG00000000903	570	542	584	484	524	510	504
ENSRNOG00000000904	0	0	3	0	0	0	0
ENSRNOG00000000905	10	11	8	11	17	12	10
ENSRNOG00000000906	54	42	54	45	44	37	54
ENSRNOG00000000907	9	8	16	9	13	8	15
ENSRNOG00000000909	289.9998	283	336.0005	316.0001	267.0002	271	258.0003
ENSRNOG00000000913	644	693.006	594.00818	505.0211	524.01547	505.99978	556.00432
ENSRNOG00000000916	8.34768	0	0	9.96914	0	0	0
ENSRNOG00000000917	132	131	129	111	127	108	153
ENSRNOG00000000918	1318.45	1284.02	1315.32	1352.4	1210.2	1343.8	1374.34
ENSRNOG00000000920	42	47	38	19	32	34	34
ENSRNOG00000000921	1522	1480	1476	1419	1373	1268	1427
ENSRNOG00000000922	500.9997	472	452.9995	352.9993	452.9997	439.9996	479.9994
ENSRNOG00000000923	4722.00024	5219.99562	5458.00376	4948.99638	4517.9974	5123.99986	4773.99985
ENSRNOG00000000924	584.00000646869	575	585.0002	663	490.9997	401.00031597	277.9996
ENSRNOG00000000925	591.9998	540.99981	698.9999	813.9996	611.99953	593.9996	540.9999
ENSRNOG00000000926	850.9995	1046.9999	967.0002	936.0003	812	851.0004	932.9972
ENSRNOG00000000931	1227.99949	1448.99953	1257.99959	1223.99978	1131.00064	1087.00108	1208.99989
ENSRNOG00000000934	19.576	29.4902	39.8587	23.5936	24.7173	26.8648	24.7594
ENSRNOG00000000936	368.9996	425.0004	390.9999	430.0005	367.9998	360.9998	386.0003
ENSRNOG00000000937	115	108	88	118	93	76	98
ENSRNOG00000000938	6410	6521.99	7154.98	6480.98	6152	6509.98	6176.99
ENSRNOG00000000940	254	285	208	306	218	212	183
ENSRNOG00000000942	291	322	289	331	289	281	290
ENSRNOG00000000943	0	0	2.0115	0	1.00142	0	0
ENSRNOG00000000952	0	0	0	0	0	0	0
ENSRNOG00000000954	962	919	1110	912	847	1032	1022
ENSRNOG00000000955	369.605	421.284	369.255	336.834	299.485	333.86	410.195
ENSRNOG00000000956	74.338	96.78407	90.4457	78.2435	103.939	57.8051	75.3497
ENSRNOG00000000957	9773.22	9912.89	11011	10232.3	9901.66	10440.5	10506
ENSRNOG00000000958	51.8988	55.1126	52.4646	37.9478	43.5443	55.9758	21.1889
ENSRNOG00000000961	1	2	0	2	1	0	0
ENSRNOG00000000962	289	268	271	291	245	245	259
ENSRNOG00000000963	11	14	8	8	8	17	14
ENSRNOG00000000964	0	0	0	0	0	0	0
ENSRNOG00000000967	560	505	556	441	479	413	440
ENSRNOG00000000968	702.801	866.1446	845.581	898.1907	705.1831	783.396	697.949
ENSRNOG00000000969	0	0	0	1	0	2	3
ENSRNOG00000000973	1	1	1	2	0	0	0
ENSRNOG00000000974	357	406	379	327	299	250	393
ENSRNOG00000000975	624	648	641	625	576	538	574
ENSRNOG00000000977	461	564.9998	424.9998	393.0004	447.9997	372.9999	424.0001
ENSRNOG00000000979	307	255	253	304	251	269	252
ENSRNOG00000000981	639	683	663.99994	527	622	576	578
ENSRNOG00000000983	313	294	276.116	336	265	285	273
ENSRNOG00000000985	693.0894	750.9134	727.033	650.6622	651.4199	628.365	717.0002
ENSRNOG00000000986	32	27.0000000157717	28.000000695196	32	44	32	29
ENSRNOG00000000987	142.4577	111.865	122.053	147.8092	111.16467	96.692	102.61469
ENSRNOG00000000988	1080	1044	987	1005	932	820	808
ENSRNOG00000000989	1327.543	1384.1349	1477.9509	1474.1858	1303.835	1420.30743	1378.3851
ENSRNOG00000000990	3067.00022	3217.99558	3407.99766	3413.00378	2895.99525	3120.99781	2828.997
ENSRNOG00000000991	5324	5192	5320	4432	4874	4956	4645
ENSRNOG00000000993	0	0	0	0	0	0	0
ENSRNOG00000000994	242	244	230	220	251	205	267
ENSRNOG00000000996	2378	2311	2430	2156	2082	2039	2151
ENSRNOG00000000999	791.9991	832.001	721.9999	744.9997	683.9995	589.0004	679.9998
ENSRNOG00000001001	0	2	2	1	5	3	9
ENSRNOG00000001003	801	785	772	847	747	719	718
ENSRNOG00000001004	2788.22	3061.34	1897.145	2431.388	2054.178	1394	1511.005
ENSRNOG00000001005	7	12	12	5	10	5	2
ENSRNOG00000001006	170.00019	163.00026	174	234	144	167.00041	87.99998
ENSRNOG00000001007	623.9999	649.9999	619.9998	526.00036	531.9995	573.9995	487.0004
ENSRNOG00000001009	1760.0038	1893.0014	1776.0001	1712.0026	1581.9988	1459.99846	1370.00211
ENSRNOG00000001010	744.99972	813.00014	725.00036	885.9997	623	642.00043	793.99995
ENSRNOG00000001011	5	9	7	3	9	19	11
ENSRNOG00000001017	0	2	1	0	0	1	0
ENSRNOG00000001027	0	0	0	0	0	0	0
ENSRNOG00000001030	2765.001	2759	2801.996	2355.999	2694.004	2198.003	2377.002
ENSRNOG00000001031	3	0	1	2	1	0	1
ENSRNOG00000001032	1351.99569	1432.9983	1472.99613	1315.99547	1289.9959	1400.99518	1377.00388
ENSRNOG00000001033	359	335	422	391	347	292	362
ENSRNOG00000001034	1394.9996	1365.9751	1235.9994	1133.0004	1116.0002	1175.9704	1071.9833
ENSRNOG00000001035	218	187	222	210	182.17	167	170
ENSRNOG00000001036	37.85315	48.40138	57.0044	52.03369	44.13484	46.11065	44.7322
ENSRNOG00000001037	382	430	470	443	402	387	449
ENSRNOG00000001039	1013.00016	1068.9994	1043.0005	1069	837.83004	1009.99972	981
ENSRNOG00000001040	332.0001	406.0003	376	426.0005	314	373.0001	337.9995
ENSRNOG00000001043	128	108	142	178	110	93	118
ENSRNOG00000001044	1151.9956	1183.0023	1191.9971	1508.005	1067	1086.0025	951.9998
ENSRNOG00000001047	183.0004	173	146.99969	202.9995	115	131.9998	142.9996
ENSRNOG00000001048	68	106	107	165	89	95	114.000109107
ENSRNOG00000001049	40891	44288.3	47329.1	45942.2	39417.6	45341.2	46248
ENSRNOG00000001050	1364.8028	1415.0322	1451.0861	1298.2066	1135.9506	1235.336	1296.3802
ENSRNOG00000001052	876	972	892	1106	832	820	937
ENSRNOG00000001053	4625	4855	5109	4989	4528	4833	5046
ENSRNOG00000001055	1487.001	1617.999	1403.003	1399	1264	1435.001	1468.995
ENSRNOG00000001056	280	309	300	327	261	185	231
ENSRNOG00000001057	192	173	194	109	159	121	105
ENSRNOG00000001058	1548	1743	1683	2047	1540	1543	1573
ENSRNOG00000001059	231.783	242	228.234	284.422	164	193.152	224.073
ENSRNOG00000001060	316	345	388	440	336	317	255
ENSRNOG00000001061	169	172	155	151	183	158	170
ENSRNOG00000001062	1138.68	1120.78	1042.37	1185.39	1094.73	939.269	921.802
ENSRNOG00000001064	1464.6048	1844.6203	1611.6358	1824.0004	1461.6725	1507.9996	1610.9997
ENSRNOG00000001065	470.9999	505.0001	444.0003	497.0005	411.0002	378.0001	431.0001
ENSRNOG00000001066	1	1	1	1	1	0	0
ENSRNOG00000001068	4587.996	4967	4766	4342.9975	4054.996	3963.998	3673.998
ENSRNOG00000001069	880.24	904.18	908.371	916.115	825.378	714.173	686.558
ENSRNOG00000001070	2913	3038	3226	2906	2598	2665	2656
ENSRNOG00000001071	3.4695	0	0	5.68887	0	2.3184	1.16692
ENSRNOG00000001072	1267.98	1544.41	1370.89	1359.79	1174.88	1349.97	1383.84
ENSRNOG00000001073	248.6277	271.5922	269.922	265.7306	215.5734	206.43278	255.9016
ENSRNOG00000001074	291	320	319	329	306	329	310
ENSRNOG00000001079	633.69045	549.66132	518.9036	469.9654	442.8528	421.261	463.5606
ENSRNOG00000001080	1120	1158	1200	1376	1020	1154	1213
ENSRNOG00000001081	186	208	190	208	197	175	201
ENSRNOG00000001082	262	245	256	305	274	216	205
ENSRNOG00000001083	1865	1756	1698	1612	1490	1467	1576
ENSRNOG00000001086	881	822	802	766	742	636	701
ENSRNOG00000001088	499	545	505	487	500	467	535
ENSRNOG00000001090	489	573	442	413	398	409	286
ENSRNOG00000001091	1457	1296	1183	1056	1147	888	897
ENSRNOG00000001092	5	8	3	8	4	5	2
ENSRNOG00000001094	222	227	195	246	176	162	170
ENSRNOG00000001098	688.99939805	865.9998	813	775	754.9997	774.999300683173	728.9997
ENSRNOG00000001099	63.99997	113	81	103	72	83	106
ENSRNOG00000001101	624	648	577	632	573	512	626
ENSRNOG00000001104	738	772	569	699.301	579.865	426	483
ENSRNOG00000001106	747	815	855	836	730	763	850
ENSRNOG00000001107	64.491	84.0734	66.5041	83.0618	51	57.072	61.4792
ENSRNOG00000001108	362	420	429	461	341	352	394
ENSRNOG00000001111	165	231	172	238	135	144	147
ENSRNOG00000001113	10	9	4	7	7	5	5
ENSRNOG00000001114	744.03	770.221	654.897	703.364	663.044	627.65	653.525
ENSRNOG00000001115	24	29	13	19	16	9	13
ENSRNOG00000001117	139	158	130	136	141	107	99
ENSRNOG00000001120	1190.962	1370.103	947.878	1198.891	935.179	819.919000021664	978.1380120844
ENSRNOG00000001123	199	205	225	254	174	210	212
ENSRNOG00000001124	108.002	105.258	96.2296	92.389	74.0793	101.142	95.1896
ENSRNOG00000001126	1018.001	1004	961	991.9993	928	829.9995	757.9996
ENSRNOG00000001128	1504	1713	1568	2796	1366	1855	1871
ENSRNOG00000001129	450	504	420	405	345	315	470
ENSRNOG00000001130	2.02839	4.07099	2.0932	2.08473	3.04316	2.143	2.00557
ENSRNOG00000001134	662.6707	705.7874	723.31215	693.39692	706.20738	583.28851	630.14778
ENSRNOG00000001135	2693	2792	2626	3424	2420	2464	2383
ENSRNOG00000001136	12093	12003	11437	12215	10499	11356	11557
ENSRNOG00000001138	116	130.0002	107	96.00002	104	75	92
ENSRNOG00000001139	1229	1313	1272	1194	1163	1068	1065
ENSRNOG00000001141	1	3	2	4	2	3	1
ENSRNOG00000001142	1071	1096	1079	1151	963	974	1077
ENSRNOG00000001143	526.011	513.2136	422.2294	530.294	435.0428	388.0047	395.9999
ENSRNOG00000001148	56641	56042	56927	54070	49677	54285	52417
ENSRNOG00000001149	1358.0012	1442.0004	1243.00382	1394.9967459	1176	1076.0027026	1101.99591003693
ENSRNOG00000001151	70	59	61	63.00004	57	37	64
ENSRNOG00000001152	5.26993	8.01562	7.01908	10.407	4.13794	8.26783	7.26381
ENSRNOG00000001153	0	1	1	0	1	0	0
ENSRNOG00000001156	94	103	87	64	85	64	93
ENSRNOG00000001157	3	7	6	3	6	6	8
ENSRNOG00000001158	708.000476	679.0004	706.9997	629.9998	655.99963134	556.0003	846.99971324
ENSRNOG00000001159	0	1	0	0	0	1	2
ENSRNOG00000001160	568.4597	568.4301	694.6509	606.7493	585.8532	601.4661	639.1177
ENSRNOG00000001161	1022.53	1029.13	1044.69	1010.16	951.717	987.072	1134.07
ENSRNOG00000001162	0	0	0	0	0	0	0
ENSRNOG00000001163	453	450	395	426	360	356	322
ENSRNOG00000001164	0	0	0	0	0	0	0
ENSRNOG00000001165	1.02929	0	2.17023	0	0	1.04412	1.02949
ENSRNOG00000001167	1	0	2	2	1	0	0
ENSRNOG00000001169	230	212	231	183	168	155	129
ENSRNOG00000001170	16124	16230	16686	16925	14927	16227	16302
ENSRNOG00000001171	580	537	563	603	480	509	531
ENSRNOG00000001172	12868	13164	11760	12345	10594	9598	9566
ENSRNOG00000001173	15.99999	23.00001	26.99996	15	23.99996	22.00001	19
ENSRNOG00000001174	40	46	28	28	21	33	22
ENSRNOG00000001177	2438	2350	2094	2648	2132	2148	2190
ENSRNOG00000001178	751	766	702	714	655	581	727
ENSRNOG00000001181	153	117	115	114	123	100	85
ENSRNOG00000001182	3048.608	3191.108	3006.54	3235.198	2730.678	3055.39	3310.597
ENSRNOG00000001183	3	5	4	2	4	4	2
ENSRNOG00000001184	262	302	279	257	242	218	239
ENSRNOG00000001185	1122	1207	1179	1241	1144	1161	1283
ENSRNOG00000001187	8.19789	14.372	9.26651	15.392	11.2494	8.47307	12.1634
ENSRNOG00000001189	374.018	391.063	368.425	330.655	299.554	289.823	288.103
ENSRNOG00000001190	742	856	760	825	693	654	734
ENSRNOG00000001191	173	208	175	205	175	142	175
ENSRNOG00000001192	687	655	655	636	574	561	636
ENSRNOG00000001193	59	54	70	37	60	40	42.00001
ENSRNOG00000001194	654	661	602	663	594	525	549
ENSRNOG00000001195	16	20	11	13	13	13	24
ENSRNOG00000001198	161	175	147	152	136	145	148
ENSRNOG00000001199	496	485	492	435	478	495	509
ENSRNOG00000001201	2003	2122	2337	3345	2046	2209	2442
ENSRNOG00000001203	1141	1102	1165	1302	1039	1007	1010
ENSRNOG00000001204	3053	3085	2851	2990	2647	2514	2448
ENSRNOG00000001205	1195	1229	1200	1207	1081	1089	1241
ENSRNOG00000001210	581	551	503	607	478	444	528
ENSRNOG00000001211	2601	2682	2673	3079	2459	2774	2825
ENSRNOG00000001212	0	2	2	1	0	1	5
ENSRNOG00000001213	4	5	5	4	2	4	2
ENSRNOG00000001214	2917	3070	2831	7341	2367	2536	2511
ENSRNOG00000001215	326	335	355	301	296	324	377
ENSRNOG00000001216	4	7	1	4	3	8	6
ENSRNOG00000001217	52	50	54	30	46	30	32
ENSRNOG00000001218	0	0	0	0	0	0	0
ENSRNOG00000001219	1	4	4	0	3	2	0
ENSRNOG00000001220	0	0	0	0	0	0	0
ENSRNOG00000001222	1123	1046	1018	932	947	839	952
ENSRNOG00000001223	2455	2639	2483	2474	2110	2291	2575
ENSRNOG00000001224	263.692	264.791	222.087	274.422	225.205	223.859	232.165
ENSRNOG00000001225	606.677	641.923	595.643	548.252	573.565	555.376	583.522
ENSRNOG00000001226	2.00048	1.00011	3.00067	1	5.00061	3.00068	3.00066
ENSRNOG00000001227	515	570	432	375	439	430	469
ENSRNOG00000001228	2082	2004	1848	2301	1752	1731	1844
ENSRNOG00000001229	9029.03	9409.02	7472	7239	7136	6620	6503
ENSRNOG00000001232	571	533.9995	567	472	533.0004	512	550.9999
ENSRNOG00000001235	3416	3373.99636	3216	3121.00003	2856	2853	3090
ENSRNOG00000001236	302	296.9	310	356	289	238	326
ENSRNOG00000001237	1022.9994	1137.9999	887.0008	992	810.9995	741.9994	894.0004
ENSRNOG00000001238	955	1115	1173	1038	996	1007	1117
ENSRNOG00000001239	1144.9965	1230.99938	1241.00162	1297.00236	990.99969	1249.00303	1444.9978
ENSRNOG00000001241	103.00001	119	110.99982	126.99975	88	67	109
ENSRNOG00000001242	88	107.964	80	60.9202	78	88	149
ENSRNOG00000001243	205	276	251	309	225	195	219
ENSRNOG00000001245	599	640	582	872	505	562	472
ENSRNOG00000001247	1319.9996	1533.0002	1341	1370	1257	1200.99975	1127.9992
ENSRNOG00000001249	13485.9934	13739.0097	10004	11400	10609.045	9391	10516
ENSRNOG00000001250	107	93	99	79	66	85	77
ENSRNOG00000001251	2	3	0	0	0	2	0
ENSRNOG00000001252	55	69	51	56	46	59	49
ENSRNOG00000001253	6576	6753	6508	6191	5549	5887	5322
ENSRNOG00000001254	15695	16065	11822	12751	12266	11047	11968
ENSRNOG00000001255	943	1069	713	1009	778	700	654
ENSRNOG00000001256	1084	1214	941	1027	983	737	825
ENSRNOG00000001258	490	443	414	410	383	353	438
ENSRNOG00000001259	527	580	430	347	374	366	310
ENSRNOG00000001260	198	174	201	134	172	158	128
ENSRNOG00000001261	27	36	25	19	24	23	47
ENSRNOG00000001262	0	0.999801	0	0.999741	0.999615	0.999069	0
ENSRNOG00000001265	196	196	168	151	162	164	166
ENSRNOG00000001269	3664.99981	4017.004	4159.005	3406.998	3548	3674	3974.99700113128
ENSRNOG00000001270	81.5464	58.9434	43.8084	44.9056	42.3762	47.5956	43.7761
ENSRNOG00000001271	537.6644	654.2093	531.66921	592.6141	515.6754	439.1122	485.928
ENSRNOG00000001272	1196	1414	1108	1183	1093	1086	1039
ENSRNOG00000001273	308	305	325	309	302	276	363
ENSRNOG00000001274	1304.9998	1282.9999	1331.0003	1473.0005	1243.0001	1261.0004	1445.0004
ENSRNOG00000001275	4	3	5	1	5	4	2
ENSRNOG00000001276	533	627	444	586	446	442	441
ENSRNOG00000001277	535	539	500	431	457	420	364
ENSRNOG00000001278	405.269	389.105	439.464	441.45	361.324	373.648	424.641
ENSRNOG00000001283	486	571	532	533	484	500	477
ENSRNOG00000001284	4	3	8	12	5	10	5
ENSRNOG00000001285	56840.32	66627.04	59605.82	63778.45	49229.13	61502.55	58182.5
ENSRNOG00000001287	9	4	11	9	8	6	7
ENSRNOG00000001288	570	586	517	485	461	467	653
ENSRNOG00000001289	166	153	128	125	135	124	120
ENSRNOG00000001293	2425	2428	2495	1939	2240	2312	2302
ENSRNOG00000001294	236	315	274	247	202	279	288
ENSRNOG00000001295	25	25	24	28	38	30	35
ENSRNOG00000001296	11	14	15	21	12	4	13
ENSRNOG00000001297	393	464	407	339	417	396	391
ENSRNOG00000001298	0	0	0	0	0	0	0
ENSRNOG00000001299	1725.001	1779.999	1625.002	1755.005	1416.001	1265	1527.999
ENSRNOG00000001300	238	225	245	225	229	196	198
ENSRNOG00000001302	91	88	64	79	74	65	80
ENSRNOG00000001303	1470	1636	1448	1415	1316	1260	1383
ENSRNOG00000001304	431	505	377	405	408	320	241
ENSRNOG00000001309	295	321	246	294	263	233	232
ENSRNOG00000001311	20	13	14	16	15	11	18
ENSRNOG00000001312	1327.999	1270.999	1267	1215	1090.999	1090.999	1111.001
ENSRNOG00000001313	7	6	8	9	8	9	18
ENSRNOG00000001314	2067	1944	1894	1834	1767	1452	1297
ENSRNOG00000001315	46	66.417	61.1936	62	44	60	55
ENSRNOG00000001316	7821	7880	8169	6994	7128	7821	7758
ENSRNOG00000001317	296.9996	356.0002	382.9996	383	326.0003	340	317.9996
ENSRNOG00000001323	171	196	209	194	182	173	208
ENSRNOG00000001324	3.00591	2	2	2	5	1	3
ENSRNOG00000001325	172	203	223	182	202	147	157
ENSRNOG00000001329	1	0	0	0	0	0	0
ENSRNOG00000001331	698	733	715	630	660	607	656
ENSRNOG00000001333	0	0	1	0	1	1	1
ENSRNOG00000001335	185	220	193	233	162	192	190
ENSRNOG00000001336	392	427	471	433	360	413	373
ENSRNOG00000001337	989	1046	573	1023	758	479	511
ENSRNOG00000001338	0	1	0	0	0	2	2
ENSRNOG00000001339	830.562	941.881	915.45	904.059	746.81	852.5	841.908
ENSRNOG00000001341	44	43	58	58	50	47	38
ENSRNOG00000001342	33.495	41.968	33.1599	23.3667	25.2412	36.154	27.0518
ENSRNOG00000001344	7139	6812	6430	5299	6069	5490	5329
ENSRNOG00000001345	914	878	890.9998	891.000000900464	881.0004	775.000000790338	893
ENSRNOG00000001346	2523	2552	2642	2088	2310	2232	2490
ENSRNOG00000001347	153.29	163.833	179.952	283.54	125.612	137.695	144.215
ENSRNOG00000001348	1129	1193	1048	1277	905	1003	1003
ENSRNOG00000001349	1061	1136	1122	985	1013	985	825
ENSRNOG00000001350	279	302.0004	286.0002	291.9998	264.0003	279	217
ENSRNOG00000001351	1217.996	1263.004	1130	1001	1040	922	897
ENSRNOG00000001352	1017	1189	825	1163	822	701	851
ENSRNOG00000001353	182	177	162	139	138	159	154
ENSRNOG00000001355	1063	1111	1054	1017	1027	988	976
ENSRNOG00000001357	132	102	119	123	121	106	104
ENSRNOG00000001360	2.0000000180944	2	1.0000000308154	6	1	1.0000000315266	0
ENSRNOG00000001367	52	73	54	89	41	53	54
ENSRNOG00000001368	0	0	0	0	0	0	0
ENSRNOG00000001369	14.5701	14	24.00005	5	8	8.61589	29
ENSRNOG00000001374	15	17	17	8	20	9	17
ENSRNOG00000001375	67	74	52	39	69	58	63
ENSRNOG00000001376	72	74	74	93	90	84	67
ENSRNOG00000001377	1112	1120	1052	1115	968	935	833
ENSRNOG00000001378	6	7	3	10	9	7	17
ENSRNOG00000001379	0	2	1	1	1	1	1
ENSRNOG00000001383	133	168	152	143	125	119	126
ENSRNOG00000001385	2306	2215	2062	2096	2029	1975	1916
ENSRNOG00000001387	510.298	466.227	492.026	466.263	448.264	386.899	410.026
ENSRNOG00000001388	26	18	35	22	22	23	18.00005
ENSRNOG00000001389	121	87	91	67	89	102	113
ENSRNOG00000001391	55	53	48	24	72	53	57
ENSRNOG00000001392	7	10	3	2	1	4	2
ENSRNOG00000001396	648	616	631	591	564	558	658
ENSRNOG00000001397	619.641	634	564.178	615.181	530.212	452	523.182
ENSRNOG00000001399	266.236	269.415	241.048	322.072	240.111	216.014	243.917
ENSRNOG00000001402	391	403	377	457	346	336	340
ENSRNOG00000001404	666	582	678	751	627	577	621
ENSRNOG00000001407	14.00000368496	8.000000276748	12	4.000000229126	6.000000747299	16.000011794	6.00000201219
ENSRNOG00000001408	0	0	1	3	3	1	1
ENSRNOG00000001409	5836	6077	6187	5359	5237	5378	5652
ENSRNOG00000001410	578.128	720.569	645.245	843.597	636.94	566.607	506.479
ENSRNOG00000001412	0	0	0	0	0	0	0
ENSRNOG00000001414	989.5	928.251	968.389	1140.93	681.046	613.126	418.594
ENSRNOG00000001415	1353	1322	1397	1376	1253	1295	1089
ENSRNOG00000001416	5.02607	13	12.5903	5.02932	7	4	6
ENSRNOG00000001417	1539.92	1480.66	1345.84	1644.01	1244.94	1201.22	1085.07
ENSRNOG00000001418	612.0756	647.3357	647.156	656.995	573.0651	641.7829	651.9307
ENSRNOG00000001419	31.9977	25.3193	22.3862	20.8448	30.4687	10.9034	14.9391
ENSRNOG00000001420	1743.9996	1749.9999	1740.0004	1377.9995	1719.9997	1666.9999	1766.9997
ENSRNOG00000001422	89	75	68	20.00004	63	77	64
ENSRNOG00000001424	1388	1650	1324	1584	1263	1244	1139
ENSRNOG00000001425	117	136	113	85	110	84	86
ENSRNOG00000001426	451.722	509.68	440.267	554.484	402.689	429.864	449.85
ENSRNOG00000001427	435.926	435.875	354.889	312.562	409.38	334.874	319.149
ENSRNOG00000001428	130	141	159	134	159	109	124
ENSRNOG00000001429	553	572	528	503	489	472	501
ENSRNOG00000001430	466	575	539	592	490	554	642
ENSRNOG00000001431	61	46	42	41	34	27.00003	31
ENSRNOG00000001432	355.7887	322.9998	327.9998	321	339	294	330.0003
ENSRNOG00000001434	2	1	0	1	0	1	0
ENSRNOG00000001435	159	151	140	160	144	141	124
ENSRNOG00000001436	8451	8776	8088	8489	7037.995	6642.004	6928.005
ENSRNOG00000001439	39	40	29	33	29	37	26
ENSRNOG00000001440	14444	14861	14572	15085	12235	13092	13244
ENSRNOG00000001441	1738	1618	1577	1506	1578	1492	1624
ENSRNOG00000001442	1361	1346	1295	1453	1210	1122	1056
ENSRNOG00000001443	538	593	519	567	451	408	422
ENSRNOG00000001444	0	0	0	0	1	0	0
ENSRNOG00000001448	2589	2814	2365	2091	2197	2019	1979
ENSRNOG00000001449	1165	1208	919	1164	861	574	735
ENSRNOG00000001450	245	261	253	212	238	245	246
ENSRNOG00000001451	2	1	0	7	0	1	2
ENSRNOG00000001452	157	160	173	160	130	156	151
ENSRNOG00000001453	2508	3103.26	2531	2739	2277	2312	2355
ENSRNOG00000001454	8880.0047	8937.0017	8946.003	8568.9976	7956.0025	8094.9983	7317.9959
ENSRNOG00000001455	2421	3028	2257	1858	2106	2385	2470
ENSRNOG00000001456	1127	1219	1106	1382	972	996	991
ENSRNOG00000001457	657	657	659	573	645	551	555
ENSRNOG00000001465	912	933	807	676	766	648	705
ENSRNOG00000001466	0	0	0	0	0	0	0
ENSRNOG00000001469	1891.001	1880.999	1604.997	1118	1498.997	1260	1298
ENSRNOG00000001470	362	320.9997	268.0002	277	296	251.0005	224
ENSRNOG00000001474	0	0	4	0	0	0	0
ENSRNOG00000001476	20	16	23	18	15	10	9
ENSRNOG00000001478	158.4176	167.8036	112.1504	155.2248	148.7676	76.4319	98.4949
ENSRNOG00000001479	3448.99913	3653.43032	3114.14925	3120.15462	2973.2792	2777.17648	2915.10115
ENSRNOG00000001480	585.6942	672.7658	670.5473	520.9253	530.4534	615.6787	701.1111
ENSRNOG00000001483	565.135	518.736	532.245	601.877	554.81	539.558	517.52
ENSRNOG00000001484	53	94	70	62	64	48	63
ENSRNOG00000001488	4084	4097	4507	3883	4077	4305	4596
ENSRNOG00000001489	250.269	244.931	243.166	203.323	218.706	215.217	218.515
ENSRNOG00000001490	254	279	263	298	275	263	268
ENSRNOG00000001492	110.8571	85.5314	106.10857	76.93879	87.06046	86.42917	91.03492
