gene	DMSO2_6	DMSO2_6	DMSO2_6	DMSO2_6	DMSO2_6	DMSO2_6	DMSO2_6
ENSRNOG00000000861	9.06076	12.1558	8.03215	9.12787	12.2435	12.3485	14.1589
ENSRNOG00000000866	843	803	778	874	791	808	733
ENSRNOG00000000867	2800.9960048123	3306.00270266302	2780.99602792	3198.999109985	2853.9964123	3172.99608862586	2990.001176308
ENSRNOG00000000869	468	415	398	522	508	431	400
ENSRNOG00000000871	17.0147	5.00116	6.00328	23.0935	11.0013	12.0436	7.00092
ENSRNOG00000000873	0	0	0	0	0	0	0
ENSRNOG00000000875	7364.0074	8562.9974	7521.9935	9495.9916	8743.9958	7778.991	8609.999
ENSRNOG00000000878	7	7	2	11	7	2	4
ENSRNOG00000000879	771.387	713.8	711.754	860.728	770.377	672.713	637.477
ENSRNOG00000000881	771.859	792.875	804.407	848.097	781.025	771.857	602.03
ENSRNOG00000000885	255	362	211	476	434	477	328
ENSRNOG00000000886	0	0	0	0	0	0	0
ENSRNOG00000000887	0	0	0	0	0	0	0
ENSRNOG00000000888	1081	1224	1205	1291	1170	1143	1191
ENSRNOG00000000889	2.44655	3.00272	3.00817	3.47446	1.20871	1	0
ENSRNOG00000000891	281.256	303.919	311.818	366.448	295.115	342.631	311.641
ENSRNOG00000000893	1001	1140	924.0004	1003.00042	968	1048	1074
ENSRNOG00000000894	3668.0044	4222.7516	3074.9986	5381.014	4515.765	4285.001	3063.999
ENSRNOG00000000895	329	366	329	382	364	362	330
ENSRNOG00000000896	0	0	0	0	0	0	0
ENSRNOG00000000897	3	5	1	2	5	4	2
ENSRNOG00000000900	251.9998	258	254.0002	280.9998	266.0003	243.0005	257.0001
ENSRNOG00000000901	299.0002	334	278.9998	358	307	266.9999	333
ENSRNOG00000000902	1359	1370	1296	1644	1535	1318	1195
ENSRNOG00000000903	542	511	575	614	533	529	593
ENSRNOG00000000904	0	0	2	0	0	0	0
ENSRNOG00000000905	15	20	12	17	19	16	9
ENSRNOG00000000906	145	132	151	186	141	153	147
ENSRNOG00000000907	15	14	12	10	12	8	6
ENSRNOG00000000909	416.0002	442.9996	404.9997	446.9999	441	400.9997	383.9996
ENSRNOG00000000913	493.0003	570	458.0003	607.9997	533	486.0217	518.0454
ENSRNOG00000000916	29.9157	28.0835	6.37603	8.48165	31.135	53.3767	31.4433
ENSRNOG00000000917	134	120	113	132	96	123	116
ENSRNOG00000000918	1054.32	1205.42	1163.81	1073.4	883.178	895.633	1055.99
ENSRNOG00000000920	43	33	40	52	52	55	38
ENSRNOG00000000921	1759	1861	1654	2023	1786	1631	1608
ENSRNOG00000000922	445.00031	482.0007	446.00004	467.0001	432.9999	394.00035	435.99931
ENSRNOG00000000923	4392.00188	4223.00435	4288.00223	4732.00183	3909.99623	3964.99987	3936.00368
ENSRNOG00000000924	913.99940196	1072	850	1331.998	1164.133	1101.0000386531	954
ENSRNOG00000000925	562	617.9997	550.00002	581.9995	529.0003	483.9999	612.9998
ENSRNOG00000000926	1003.0005	1071.0014	878.0004	1024.0001	886.9995	859.9998	878
ENSRNOG00000000931	1523	1524.00025	1435.99984	1684.999	1571.9995	1640.99992	1374.9991
ENSRNOG00000000934	22.4342	29.6469	23.7287	21.3546	24.2102	31.4736	27.7052
ENSRNOG00000000936	654.9995	696.9998	587.0003	725.9999	722.0002	727.9999	675.0002
ENSRNOG00000000937	157	220	163	209	217	183	176
ENSRNOG00000000938	6208	6705	6521.99	6364.99	5530	5500	6327.99
ENSRNOG00000000940	317	373	293	428	446	386	276
ENSRNOG00000000942	247	292	268	302	274	306	282
ENSRNOG00000000943	0	0	0	0	0	0	0
ENSRNOG00000000952	0	0	0	0	0	0	0
ENSRNOG00000000954	1158	1185	1168	1188	1072	972	1165
ENSRNOG00000000955	506.55	515.97	439.07	591.133	528.304	513.933	452.346
ENSRNOG00000000956	76.515	79.4861	64.3791	55.44016	76.5258	62.1973	66.917
ENSRNOG00000000957	9097.41	9452.67	9792.46	8703.51	7900.19	7523.34	8860.85
ENSRNOG00000000958	60.5935	69.144	40.0641	32.3519	14.2617	18.3434	33.8929
ENSRNOG00000000961	0	0	2	0	0	0	0
ENSRNOG00000000962	350	380	337	435	370	334	339
ENSRNOG00000000963	27	42	38	31	27	22	23
ENSRNOG00000000964	0	0	0	0	0	0	0
ENSRNOG00000000967	1005	1108	1064	1297	1163	1201	1188
ENSRNOG00000000968	1394.358	1505.7509	1384.2422	1665.3422	1523.26723	1394.132	1162.82333524
ENSRNOG00000000969	5	5	3	5	1	3	4
ENSRNOG00000000973	0	2	0	0	0	0	0
ENSRNOG00000000974	824	876	726	835	781	818	835
ENSRNOG00000000975	630	678	528	635	600	616	623
ENSRNOG00000000977	492.9999	565	424	648	579	547	476
ENSRNOG00000000979	258	317	273	325	299	280	269
ENSRNOG00000000981	679	865	770	961	920	927	848
ENSRNOG00000000983	223	255	241	238	265	251	247
ENSRNOG00000000985	682.91	764.509	661.5681	768.7697	650.3099	718.115	714.9086
ENSRNOG00000000986	41.99997	51	32	56.00003	39	53	39
ENSRNOG00000000987	439.47431	493.2076	441.0323	562.82301	457.03369	406.70655	486.8821
ENSRNOG00000000988	968	952	884	1058	973	962	991
ENSRNOG00000000989	1291.5304	1352.7942	1423.9675	1367.1816	1279.9667	1191.2935	1344.1163
ENSRNOG00000000990	3064.0047	3133.0028	2995	3090.99962	2714.00023	2738.99885	2985.99936
ENSRNOG00000000991	4924	5027	4996	5164	4688	4635	5208
ENSRNOG00000000993	0	0	0	0	0	0	0
ENSRNOG00000000994	220	235	199	228	217	244	230
ENSRNOG00000000996	2027	2275	2028	2422	2095	2102	2152
ENSRNOG00000000999	1243	1265	1102	1362	1273.0013	1262.9998	1091.0004
ENSRNOG00000001001	0	1	1	6	2	3	0
ENSRNOG00000001003	1082	1204	969	1154	984	996	1205
ENSRNOG00000001004	2874	5317.29	2482.183	6417.3	5225.17	5896.63	4036
ENSRNOG00000001005	30	25	26	40	46	28	30
ENSRNOG00000001006	20	42	28	36	23	23	31
ENSRNOG00000001007	449.0002	449.9997	427.0002	556.9997	484.0003	455.0001	438.0003
ENSRNOG00000001009	2656.0047	3047.00284	2602.0051	2425.0053	2162.9951	2413.0041	2971.0046
ENSRNOG00000001010	917.00008	908.99994	860.99964	1048.00099	916.99989	955.9999	791.00026
ENSRNOG00000001011	16	16	15	7	22	20	9
ENSRNOG00000001017	0	0	0	0	0	0	0
ENSRNOG00000001027	0	0	0	0	0	0	0
ENSRNOG00000001030	5420	5843	5695.998	6482	5692	5319	5321
ENSRNOG00000001031	1	0	3	0	0	0	2
ENSRNOG00000001032	1368.00009	1334.00466	1347.00236	1468.99638	1253.00051	1212.99993	1278.00385
ENSRNOG00000001033	502	571	481	600	476	478	493
ENSRNOG00000001034	991	1129.9845	1038.0001	1140.9997	1023.9999	1102.9997	993.9998
ENSRNOG00000001035	342	333.969	299	378	335	338.973	323
ENSRNOG00000001036	105.64969	73.10158	84.86944	88.6287	77.458	73.85295	78.7373
ENSRNOG00000001037	470	444	487	489	422	441	409
ENSRNOG00000001039	984.00015	994.19501	976.9999	1113.00011	956.99975	1030.02691	986.00023
ENSRNOG00000001040	511.9996	527.9998	509.0002	603.0005	533	533.00019	507.9998
ENSRNOG00000001043	413	453.836	409	443	396	425	414
ENSRNOG00000001044	765	927.0005	834.0003	1014.0003	850.0004	882.9996	910.9998
ENSRNOG00000001047	786.0003	709.0004	669.9998	904	765	826.9999	707.9999
ENSRNOG00000001048	31.00004	37	39.99999	46.00001	33.99997	26.00004	36
ENSRNOG00000001049	41236	39921.3	40341.2	39452.3	35707.5	34929.5	40012.5
ENSRNOG00000001050	1305.5545	1435.1819	1275.117	1499.4887	1354.9963	1352.2499	1306.1811
ENSRNOG00000001052	1270	1225	1104	1510	1343	1258	1060
ENSRNOG00000001053	5707	5890	5732	6438	5794	5546	5465
ENSRNOG00000001055	2353.999	2430.996	2145.998	2566.997	2506.001	2361.999	2179.999
ENSRNOG00000001056	361	393	361	410	435	433	426
ENSRNOG00000001057	79	79	81	75	72	112	107
ENSRNOG00000001058	1956	1981	1848	2137	2037	1959	1820
ENSRNOG00000001059	376	369.992	344.297	484.32	408.788	400.55	322.9
ENSRNOG00000001060	478	474	480	505	436	432	459
ENSRNOG00000001061	412	460	463	469	438	407	421
ENSRNOG00000001062	1047.94	1206.56	1025.29	1188.14	1078.9	1221.83	1111.16
ENSRNOG00000001064	1493.13376	1680.7377	1554.6133	2037.9986	1770.0001	1766.5727	1326.3617
ENSRNOG00000001065	813	863	882	991	908	919	744
ENSRNOG00000001066	0	2	2	0	0	0	1
ENSRNOG00000001068	4100.004	4920	3759.003	4576.99532	4019	4093.99843	4268.99652
ENSRNOG00000001069	820.364	909.514	733.123	1016.4	900.263	923.139	867.768
ENSRNOG00000001070	2756	2792	2386	2635	2289	2287	2539
ENSRNOG00000001071	3.46685	1.12949	0	0	0	0	0
ENSRNOG00000001072	1291.95	1344.91	1153.86	1737.49	1498.24	1420.92	1125.42
ENSRNOG00000001073	347.641	383.471	355.656	403.0794	374.811	327.98258	360.2228
ENSRNOG00000001074	370	460	438	518	481	476	424
ENSRNOG00000001079	338.0373	342.8581	285.7775	440.8121	340.57379	321.7259	326.0676
ENSRNOG00000001080	1331	1393	1283	1360	1200	1310	1320
ENSRNOG00000001081	148	192	157	188	149	173	173
ENSRNOG00000001082	196	253	197	247	213	208	174
ENSRNOG00000001083	1900	2124	1670	2493	2137	2232	2080
ENSRNOG00000001086	942	1176	970	1184	1073	1131	1152
ENSRNOG00000001088	589	620	633	606	549	509	645
ENSRNOG00000001090	550	481	442	576	517	568	416
ENSRNOG00000001091	1462	1707	1379	1830	1567	1592	1424
ENSRNOG00000001092	3	2	0	1	1	2	4
ENSRNOG00000001094	334	324	266	355	314	334	294
ENSRNOG00000001098	1293.0002	1457.0001	1326.00000014053	1829.0034	1593.996	1434.99930255	1214.999
ENSRNOG00000001099	177.9996	174.0004	161	211.9999	186.0002	158.0001	131
ENSRNOG00000001101	963	1100	978	1269.004	1197	1088	998
ENSRNOG00000001104	553	741	495	984	842	862	690
ENSRNOG00000001106	861	930	958	970	849	895	910
ENSRNOG00000001107	81.5848	92.5335	87.0967	100.491	87.0141	90.8046	94.1709
ENSRNOG00000001108	677	723	679	741	666	696	630
ENSRNOG00000001111	175	223	196	263	181	263	210
ENSRNOG00000001113	12	9	7	16	13	17	7
ENSRNOG00000001114	740.038	776.772	693.196	911.4	692.172	768.813	713.565
ENSRNOG00000001115	13	8	5	10	6	15	11
ENSRNOG00000001117	278	290	267	374	313	323	245
ENSRNOG00000001120	1076.002	1228.037	971.019	1671.278	1372.14500032033	1357.24000009462	1046.196
ENSRNOG00000001123	448	463	401	502	464	496	342
ENSRNOG00000001124	157.006	212.87	157.262	177.102	172.651	173.239	157.555
ENSRNOG00000001126	1600.001	1698.001	1362.001	1704.0054	1432.9998	1588	1485
ENSRNOG00000001128	1997	2002	2062	1769	1563	1501	2007
ENSRNOG00000001129	891	979	855	1153	992	1003	877
ENSRNOG00000001130	4.02962	8.01042	7.11022	5.0301	2.00657	12.1462	1.00082
ENSRNOG00000001134	471.18459	490.41909	472.6486	568.6941	517.1731	496.43387	508.95718
ENSRNOG00000001135	2742	2939	2656	2952	2574	2615	2645
ENSRNOG00000001136	9967	10608	9623	10138	8688	8503	10772
ENSRNOG00000001138	175	237	173	285.9995	223	245	200.0001
ENSRNOG00000001139	1259	1294	1137	1238	1059	1188	1157
ENSRNOG00000001141	45	55	40	73	37	67	48
ENSRNOG00000001142	1043	1161	986	1219	1154	1112	1047
ENSRNOG00000001143	778.039	864.012	677.0198	1108.035	974.626	1047	811.3369
ENSRNOG00000001148	48467	48394	49242	47318	41669	40011	46164
ENSRNOG00000001149	1298	1503.9972185543	1259	1666.0018	1571.0046	1570.00215	1343.99589
ENSRNOG00000001151	122	124	107	146	116	128	103
ENSRNOG00000001152	4.53352	8.72966	7.82167	13.1622	18.3737	9.01219	9.67531
ENSRNOG00000001153	0	0	0	1	0	0	0
ENSRNOG00000001156	79	103	63	75	104	95	117
ENSRNOG00000001157	8	9	6	7	9	4	13
ENSRNOG00000001158	1091.00385	1173.0005	1007.999632	1194.9993	1148.000076	1154	1013
ENSRNOG00000001159	0	0	0	1	1	0	0
ENSRNOG00000001160	515.94705	558.4758	546.89018	588.59587	519.64934	512.477	545.6884
ENSRNOG00000001161	954.612	988.808	948.409	1058.37	895.223	883.715	998.31
ENSRNOG00000001162	0	0	0	0	0	0	0
ENSRNOG00000001163	551	662	590	654	579	581	626
ENSRNOG00000001164	0	0	0	0	0	1	0
ENSRNOG00000001165	1.05308	3.06711	2.0715	0	5.06265	0	1.01247
ENSRNOG00000001167	1	5	2	2	1	0	1
ENSRNOG00000001169	510	579	424	692	559	589	498
ENSRNOG00000001170	15379	16351	14861	15605	13172	12984	16365
ENSRNOG00000001171	504	522	511	625	527	491	530
ENSRNOG00000001172	6667	8507	6520	8621	7756	8162	7581
ENSRNOG00000001173	29	36	21.00001	18.00005	23.00005	37.99997	28.00001727
ENSRNOG00000001174	83	107	93	130	100	111	96
ENSRNOG00000001177	2499	2847	2406	2830	2621	2501	2549
ENSRNOG00000001178	789	1024	757	1087	1014	956	840
ENSRNOG00000001181	237	318	272	297	275	275	282
ENSRNOG00000001182	3071.512	3365.494	3051.632	3133.927	2606.988	2667.522	3130.428
ENSRNOG00000001183	1	1	0	2	1	0	3
ENSRNOG00000001184	398	460	378	529	502	436	414
ENSRNOG00000001185	1300	1426	1344	1469	1292	1255	1306
ENSRNOG00000001187	27.6773	36.9927	32.2385	34.2594	36.4016	43.6764	32.6929
ENSRNOG00000001189	432.795	559.645	434.87	589.844	489.26	488.728	461.282
ENSRNOG00000001190	948	1003	817	1113	1077	1021	878
ENSRNOG00000001191	413	513	474	577	534	498	390
ENSRNOG00000001192	667	628	605	650	604	628	638
ENSRNOG00000001193	19	35	29	37	29.999976706	44	34
ENSRNOG00000001194	746	861	743	973	895	822	747
ENSRNOG00000001195	26	29	33	28	24	39	22
ENSRNOG00000001198	16	41	20	32	35	25	14
ENSRNOG00000001199	528	542	488	508	413	485	544
ENSRNOG00000001201	2496	2431	2389	2439	2163	2089	2495
ENSRNOG00000001203	1195	1225	1133	1237	1146	1118	1096
ENSRNOG00000001204	2506	2628	2459	2884	2598	2605	2373
ENSRNOG00000001205	2282	2411	2052	2815	2393	2428	2389
ENSRNOG00000001210	683	746	716	864	681	732	678
ENSRNOG00000001211	3020	3156	2876	3202	2987	2799	3005
ENSRNOG00000001212	3	0	2	0	1	0	2
ENSRNOG00000001213	2	1	2	2	1	0	2
ENSRNOG00000001214	2965	3332	2851	3316	2881	2952	2803
ENSRNOG00000001215	430	551	480	513	426	504	517
ENSRNOG00000001216	10	6	8	5	7	2	2
ENSRNOG00000001217	35	41	38	37	45	29	34
ENSRNOG00000001218	0	0	1	0	0	0	0
ENSRNOG00000001219	16	6	5	17	9	9	7
ENSRNOG00000001220	0	0	0	0	0	0	0
ENSRNOG00000001222	1020	1141	1093	1229	1056	1071	1193
ENSRNOG00000001223	3342	3307	2996	3883	3471	3248	3237
ENSRNOG00000001224	200.014	230.101	218.609	199.096	258.836	213.31	175.975
ENSRNOG00000001225	525.471	713.825	596.532	621.477	604.766	655.879	655.756
ENSRNOG00000001226	2	3	2	3	0	2	3
ENSRNOG00000001227	1266	1457	1237	1631	1428	1380	1174
ENSRNOG00000001228	1817	2245	1836	2363	2065	2055	2143
ENSRNOG00000001229	8139	10132	7523	12373	10801	10670	8778
ENSRNOG00000001232	807	875	745.9999	950	885	856	810
ENSRNOG00000001235	4055	4454.00273	3684	4896	4354.0028	4193.99625	3946
ENSRNOG00000001236	415	486	384	513	497.879	520	464
ENSRNOG00000001237	1166.0001	1424.0008	1088.99932	1698.99975	1450	1429.00043	1221.0002
ENSRNOG00000001238	1584.005	1744.997	1766.996	1916.996	1763.996	1863.001	1606.004
ENSRNOG00000001239	1295.99565	1320.00285	1264.99517	1319.99628	1234.0049	1126.00026	1290.99905
ENSRNOG00000001241	254.00021	289	233.00023	316.00025	257.9995	282.99976	230
ENSRNOG00000001242	213.977	170	180	177	229	201	196
ENSRNOG00000001243	532	623	546	743	650	607	542
ENSRNOG00000001245	683	778	613	895	699	814	729
ENSRNOG00000001247	1355.0007	1542.00139	1486.0018	1813.00115	1656.999	1600.9985	1236.99936
ENSRNOG00000001249	13320	15613.0134	12712	18917.0126	17813.9865	17837.0065	14370
ENSRNOG00000001250	131	158	140	129	143	112	131
ENSRNOG00000001251	3	1	4	3	1	6	2
ENSRNOG00000001252	111	139	98	158	142	138	126
ENSRNOG00000001253	5403	5733	5319	5871	5218	5391	5186
ENSRNOG00000001254	14862	17592	13980	20697	18984	19479	15992
ENSRNOG00000001255	550	715	521	855	689	759	609
ENSRNOG00000001256	864	1196	792	1538	1321	1288	1098
ENSRNOG00000001258	608	660	588	704	566	591	609
ENSRNOG00000001259	664	824	592	874	859	871	672
ENSRNOG00000001260	166	167	160	208	120	144	170
ENSRNOG00000001261	20	28	32	31	27	29	29
ENSRNOG00000001262	0	0	0	0	0	0.999454	0.999863
ENSRNOG00000001265	367	375	397	427	355	418	360
ENSRNOG00000001269	5878.995896	6050.998	5680.0027	6261.998	5790.005	5529.001811092	5520.99911169
ENSRNOG00000001270	103.988	94.4046	105.912	92.5811	93.4309	98.7643	83.5506
ENSRNOG00000001271	1035.4	959.216	941.499	1294.751	1160.183	1066.967	883.4934
ENSRNOG00000001272	1446	1583	1396	1815	1602	1654	1309
ENSRNOG00000001273	494	523	476	541	423	412	511
ENSRNOG00000001274	1225.9992	1272.99971	1170	1226.0002	1165.00053	1023.9996	1268.99946
ENSRNOG00000001275	1	1	1	1	0	3	2
ENSRNOG00000001276	921	924	817	1259	1146	1017	635
ENSRNOG00000001277	520	494	476	619	483	529	509
ENSRNOG00000001278	429.701	523.907	446.217	506.971	482.086	470.414	457.89
ENSRNOG00000001283	1087	1136	1103	1161	1155	1096	1168
ENSRNOG00000001284	0	0	0	0	0	0	0
ENSRNOG00000001285	78794.24	80133.04	68517.76	86382.95	78367.78	71550.47	61005.76
ENSRNOG00000001287	52	49	61	68	60	76	57
ENSRNOG00000001288	840	901	878	869	867	815	722
ENSRNOG00000001289	214	279	257	291	260	256	220
ENSRNOG00000001293	2967	3355	2838	3119	2867	2894	3206
ENSRNOG00000001294	671	655	611	666	684	596	570
ENSRNOG00000001295	23	19	26	21	33	19	27
ENSRNOG00000001296	27	25	17	26	26	29	15
ENSRNOG00000001297	719	717	665	726	586	623	645
ENSRNOG00000001298	0	0	0	0	0	0	0
ENSRNOG00000001299	1599.998	1813.996	1524.995	2204.003	1829.997	1862.002	1680.001
ENSRNOG00000001300	344	414	338	427	374	384	371
ENSRNOG00000001302	90	122	76	125	97	99	97
ENSRNOG00000001303	1681	1656	1509	1970	1739	1741	1359
ENSRNOG00000001304	707	920	746	980	945	908	835
ENSRNOG00000001309	192	239	237	274	219	226	208
ENSRNOG00000001311	29	44	22	33	24	42	44
ENSRNOG00000001312	941	1199	971	1234	1063	1079.001	1049
ENSRNOG00000001313	33	17	26	45	26	34	33
ENSRNOG00000001314	1521	1850	1464	2137	1620	1693	1551
ENSRNOG00000001315	60	48	53	68.1862	65	73	48
ENSRNOG00000001316	7809	7783	7713	8011	7405	7275	7552
ENSRNOG00000001317	844	956	1083	1316	1005	1118	912
ENSRNOG00000001323	249	286	260	268	260	276	239
ENSRNOG00000001324	5.00458	7.0122	0	0	3.00324	1	2
ENSRNOG00000001325	175	191	231	214	204	220	198
ENSRNOG00000001329	2	1	0	0	3	0	0
ENSRNOG00000001331	498	510	475	659	536	500	538
ENSRNOG00000001333	0	1	2	1	2	0	1
ENSRNOG00000001335	450	504	552	607	569	542	356
ENSRNOG00000001336	566	583	537	468	384	462	494
ENSRNOG00000001337	645	1052	498	1428	1207	1300	861
ENSRNOG00000001338	1	6	0	1	4	3	1
ENSRNOG00000001339	983.829	1002.28	923.204	958.293	901.636	862.837	1018.78
ENSRNOG00000001341	109	91	93	100	115	74	84
ENSRNOG00000001342	46.3655	51.9799	38.2515	45.401	83.5703	55.4873	64.5855
ENSRNOG00000001344	4858	5530	4703	5989	5540	5470	5448
ENSRNOG00000001345	636	799	694.9995	787	684.9999	651.9998	753
ENSRNOG00000001346	2316	2543	2249	2561	2273	2320	2522
ENSRNOG00000001347	169.989	140.85	138.806	188.755	173.445	155.943	114.292
ENSRNOG00000001348	1145	1375	1089	1310	1134	1259	1239.998
ENSRNOG00000001349	1088	1114	1113	1233	1113	1109	1082
ENSRNOG00000001350	561.0003	614.0001	593.9996	736.0002	643.0003	589	499.0002
ENSRNOG00000001351	1352.002	1490	1346.997	1621.001	1463	1365.001	1364.004
ENSRNOG00000001352	1026	1320	914	1854	1531	1559	984
ENSRNOG00000001353	221	224	199	272	244	246	200
ENSRNOG00000001355	995	1122	950	1212	1093	1094	1060
ENSRNOG00000001357	147	180	131	174	126	151	138
ENSRNOG00000001360	0	3	3	5	3	1	0
ENSRNOG00000001367	46	44	30	58	36	59	50
ENSRNOG00000001368	0	0	0	0	0	0	0
ENSRNOG00000001369	10.7293	6	7	5	6	5	13
ENSRNOG00000001374	18	18	21	40	14	19	19
ENSRNOG00000001375	40	54	60	78	63	58	55
ENSRNOG00000001376	356	358	331	343	355	348	376
ENSRNOG00000001377	1479	1558	1359	1777	1442	1532	1348
ENSRNOG00000001378	10	7	9	7	8	8	8
ENSRNOG00000001379	6	5	3	2	0	7	2
ENSRNOG00000001383	252	250	216	278	258	267	224
ENSRNOG00000001385	1898	2232	1800	2074	1953	1968	2017
ENSRNOG00000001387	841.976	855.797	833.829	865.967	815.21	880.294	823.814
ENSRNOG00000001388	13	18.99995	12	21.00004	13	15	15
ENSRNOG00000001389	48	44	56	52	37	56	45
ENSRNOG00000001391	73	64	78	72	66	80	70
ENSRNOG00000001392	0	0	0	0	0	0	0
ENSRNOG00000001396	606	692	638	741	624	694	738
ENSRNOG00000001397	666	684.285	643.844	834	692	687	589.289
ENSRNOG00000001399	427.398	471.23	379.171	630.139	524.207	520.16	443.985
ENSRNOG00000001402	491	630	486	618	589	643	568
ENSRNOG00000001404	1018	1053	965	1151	1032	1047	1048
ENSRNOG00000001407	4.000000357469	5.000000215356	2.000000149371	7.00000010646	3.000000130901	4.00000107071	4.0000000651595
ENSRNOG00000001408	1	0	0	0	0	0	0
ENSRNOG00000001409	6172	6742	5955	6883	6323	6558	6816
ENSRNOG00000001410	789.171	836.458	699.423	1045.35	900.717	914.993	698.676
ENSRNOG00000001412	2	0	0	2	1	0	0
ENSRNOG00000001414	914.269	1223.98	1077.96	1348.54	1073.74	1225.72	1159.84
ENSRNOG00000001415	1421	1623	1460	1509	1347	1330	1461
ENSRNOG00000001416	2.51338	2.51558	5	10.0571	12	2.5101	13
ENSRNOG00000001417	1069.29	1323.04	1076.59	1359.55	1233.82	1247.11	1229.19
ENSRNOG00000001418	643.7135	698.9591	665.4122	643.4455	607.185	556.8926	641.8103
ENSRNOG00000001419	42.5229	59.4521	43.882	42.2114	52.2992	48.5965	39.39
ENSRNOG00000001420	1718.9995	1928.9998	1688.9999	1746.9997	1404.9996	1395.9997	1830.9996
ENSRNOG00000001422	92	92	84	104	77	78	81
ENSRNOG00000001424	1444	1519	1355	1913	1837	1635	1256
ENSRNOG00000001425	61	86	80	89	100	98	83
ENSRNOG00000001426	380.715	443.928	361.905	455.356	447.374	388.097	380.981
ENSRNOG00000001427	334.47	338.135	323.624	430.766	397.445	400.153	327.325
ENSRNOG00000001428	131	140	151	144	150	143	168
ENSRNOG00000001429	559	583	540	628	558	596	593
ENSRNOG00000001430	807	838	722	739	663	700	776
ENSRNOG00000001431	27	35.99999	28.99996374	39.00004	37	34.999965	39.0000022
ENSRNOG00000001432	428	498.9997	365.9996	497.9996	486	507.9997	415.9999
ENSRNOG00000001434	0	0	0	0	1	0	0
ENSRNOG00000001435	169	164	173	149	132	159	184
ENSRNOG00000001436	4955.002	5819.001	4644.997	6853	5777.997	5672.003	5286.999
ENSRNOG00000001439	11	6	11	15	7	15	6
ENSRNOG00000001440	11376	12764	11130	12918	11860	11621	11832
ENSRNOG00000001441	990	1101	945	1108	902	929	1109
ENSRNOG00000001442	1624	1710	1543	1902	1620	1632	1694
ENSRNOG00000001443	342	361	283	362	358	373	394
ENSRNOG00000001444	2	0	0	0	0	0	0
ENSRNOG00000001448	3850	4108	3541	5040	4297	4390	3733
ENSRNOG00000001449	747	1422	659	1658	1377	1527	1101
ENSRNOG00000001450	427	503	427	509	444	446	446
ENSRNOG00000001451	1	2	2	1	5	1	4
ENSRNOG00000001452	107	104	98	98	89	94	87
ENSRNOG00000001453	2915	2947	2764	3608	3278.3	3214	2444
ENSRNOG00000001454	8240.99958	8227.99992	7794.995	8806.9965	7906.0013	8013.0049	8173.99629
ENSRNOG00000001455	4419	4700	4065	5635	4931	4586	3480
ENSRNOG00000001456	1505	1514	1365	1890	1660	1566	1345
ENSRNOG00000001457	557	622	549	667	584	572	592
ENSRNOG00000001465	717	831	661	1076	934	924	739
ENSRNOG00000001466	0	0	0	0	0	0	0
ENSRNOG00000001469	1869.003	2045.001	1755.996	2413.997	2288.003	2217.997	2335.005
ENSRNOG00000001470	486	488	460	521.00000140204	479	524	462
ENSRNOG00000001474	0	1	0	0	0	0	0
ENSRNOG00000001476	27	45	50	40	31	28	33
ENSRNOG00000001478	571.852	534.187	429.025	524.1864	607.296	621.255	544.463
ENSRNOG00000001479	4333.0175	4773.4059	4104.281	5621.2504	5000.0103	5196.1315	4412.4673
ENSRNOG00000001480	1601.26	1743.629	1476.965	1791.193	1824.372	1744.278	1543.432
ENSRNOG00000001483	610.071	685.207	635.513	684.988	665.613	591.012	641.156
